  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/events],methods=[GET],produces=[application/json]}" onto public java.util.List<org.activiti.rest.service.api.engine.EventResponse> org.activiti.rest.service.api.runtime.task.TaskEventCollectionResource.getEvents(java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/variables/{variableName}/data],methods=[GET],produces=[application/json]}" onto public byte[] org.activiti.rest.service.api.runtime.task.TaskVariableDataResource.getVariableData(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/events/{eventId}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.EventResponse org.activiti.rest.service.api.runtime.task.TaskEventResource.getEvent(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/events/{eventId}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.task.TaskEventResource.deleteEvent(java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/query/tasks],methods=[POST],produces=[application/json]}" onto public org.activiti.rest.common.api.DataResponse org.activiti.rest.service.api.runtime.task.TaskQueryResource.getQueryResult(org.activiti.rest.service.api.runtime.task.TaskQueryRequest,java.util.Map<java.lang.String, java.lang.String>,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/attachments/{attachmentId}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.AttachmentResponse org.activiti.rest.service.api.runtime.task.TaskAttachmentResource.getAttachment(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/attachments/{attachmentId}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.task.TaskAttachmentResource.deleteAttachment(java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/variables/{variableName}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.variable.RestVariable org.activiti.rest.service.api.runtime.task.TaskVariableResource.getVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/variables/{variableName}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.task.TaskVariableResource.deleteVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks/{taskId}/variables/{variableName}],methods=[PUT],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.variable.RestVariable org.activiti.rest.service.api.runtime.task.TaskVariableResource.updateVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks],methods=[POST],produces=[application/json]}" onto public org.activiti.rest.service.api.runtime.task.TaskResponse org.activiti.rest.service.api.runtime.task.TaskCollectionResource.createTask(org.activiti.rest.service.api.runtime.task.TaskRequest,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/tasks],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.common.api.DataResponse org.activiti.rest.service.api.runtime.task.TaskCollectionResource.getTasks(java.util.Map<java.lang.String, java.lang.String>,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/signals],methods=[POST]}" onto public void org.activiti.rest.service.api.runtime.SignalResource.signalEventReceived(org.activiti.rest.service.api.runtime.process.SignalEventReceivedRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/query/process-instances],methods=[POST],produces=[application/json]}" onto public org.activiti.rest.common.api.DataResponse org.activiti.rest.service.api.runtime.process.ProcessInstanceQueryResource.queryProcessInstances(org.activiti.rest.service.api.runtime.process.ProcessInstanceQueryRequest,java.util.Map<java.lang.String, java.lang.String>,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/activities],methods=[GET],produces=[application/json]}" onto public java.util.List<java.lang.String> org.activiti.rest.service.api.runtime.process.ExecutionActiveActivitiesCollectionResource.getActiveActivities(java.lang.String)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables/{variableName}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.variable.RestVariable org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableResource.getVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables/{variableName}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableResource.deleteVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables/{variableName}],methods=[PUT],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.variable.RestVariable org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableResource.updateVariable(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}],methods=[PUT],produces=[application/json]}" onto public org.activiti.rest.service.api.runtime.process.ProcessInstanceResponse org.activiti.rest.service.api.runtime.process.ProcessInstanceResource.performProcessInstanceAction(java.lang.String,org.activiti.rest.service.api.runtime.process.ProcessInstanceActionRequest,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.runtime.process.ProcessInstanceResponse org.activiti.rest.service.api.runtime.process.ProcessInstanceResource.getProcessInstance(java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.process.ProcessInstanceResource.deleteProcessInstance(java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/identitylinks/users/{identityId}/{type}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.process.ProcessInstanceIdentityLinkResource.deleteIdentityLink(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/identitylinks/users/{identityId}/{type}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.RestIdentityLink org.activiti.rest.service.api.runtime.process.ProcessInstanceIdentityLinkResource.getIdentityLink(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/query/executions],methods=[POST],produces=[application/json]}" onto public org.activiti.rest.common.api.DataResponse org.activiti.rest.service.api.runtime.process.ExecutionQueryResource.queryProcessInstances(org.activiti.rest.service.api.runtime.process.ExecutionQueryRequest,java.util.Map<java.lang.String, java.lang.String>,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}],methods=[PUT],produces=[application/json]}" onto public org.activiti.rest.service.api.runtime.process.ExecutionResponse org.activiti.rest.service.api.runtime.process.ExecutionResource.performExecutionAction(java.lang.String,org.activiti.rest.service.api.runtime.process.ExecutionActionRequest,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.runtime.process.ExecutionResponse org.activiti.rest.service.api.runtime.process.ExecutionResource.getExecution(java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.common.api.DataResponse org.activiti.rest.service.api.runtime.process.ProcessInstanceCollectionResource.getProcessInstances(java.util.Map<java.lang.String, java.lang.String>,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances],methods=[POST],produces=[application/json]}" onto public org.activiti.rest.service.api.runtime.process.ProcessInstanceResponse org.activiti.rest.service.api.runtime.process.ProcessInstanceCollectionResource.createProcessInstance(org.activiti.rest.service.api.runtime.process.ProcessInstanceCreateRequest,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/identitylinks],methods=[POST],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.RestIdentityLink org.activiti.rest.service.api.runtime.process.ProcessInstanceIdentityLinkCollectionResource.createIdentityLink(java.lang.String,org.activiti.rest.service.api.engine.RestIdentityLink,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/identitylinks],methods=[GET],produces=[application/json]}" onto public java.util.List<org.activiti.rest.service.api.engine.RestIdentityLink> org.activiti.rest.service.api.runtime.process.ProcessInstanceIdentityLinkCollectionResource.getIdentityLinks(java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables/{variableName}/data],methods=[GET]}" onto public byte[] org.activiti.rest.service.api.runtime.process.ExecutionVariableDataResource.getVariableData(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/diagram],methods=[GET]}" onto public org.springframework.http.ResponseEntity<byte[]> org.activiti.rest.service.api.runtime.process.ProcessInstanceDiagramResource.getProcessInstanceDiagram(java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/process-definition/{processDefinitionId}/properties],methods=[GET],produces=[application/json]}" onto public com.fasterxml.jackson.databind.node.ObjectNode org.activiti.rest.service.api.runtime.process.ProcessDefinitionPropertiesResource.getStartFormProperties(java.lang.String)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables/{variableName}],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.variable.RestVariable org.activiti.rest.service.api.runtime.process.ExecutionVariableResource.getVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables/{variableName}],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.process.ExecutionVariableResource.deleteVariable(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables/{variableName}],methods=[PUT],produces=[application/json]}" onto public org.activiti.rest.service.api.engine.variable.RestVariable org.activiti.rest.service.api.runtime.process.ExecutionVariableResource.updateVariable(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables],methods=[GET],produces=[application/json]}" onto public java.util.List<org.activiti.rest.service.api.engine.variable.RestVariable> org.activiti.rest.service.api.runtime.process.ExecutionVariableCollectionResource.getVariables(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.process.ExecutionVariableCollectionResource.deleteLocalVariables(java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables],methods=[PUT],produces=[application/json]}" onto public java.lang.Object org.activiti.rest.service.api.runtime.process.ExecutionVariableCollectionResource.createOrUpdateExecutionVariable(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions/{executionId}/variables],methods=[POST],produces=[application/json]}" onto public java.lang.Object org.activiti.rest.service.api.runtime.process.ExecutionVariableCollectionResource.createExecutionVariable(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions],methods=[GET],produces=[application/json]}" onto public org.activiti.rest.common.api.DataResponse org.activiti.rest.service.api.runtime.process.ExecutionCollectionResource.getProcessInstances(java.util.Map<java.lang.String, java.lang.String>,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/executions],methods=[PUT]}" onto public void org.activiti.rest.service.api.runtime.process.ExecutionCollectionResource.executeExecutionAction(org.activiti.rest.service.api.runtime.process.ExecutionActionRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables/{variableName}/data],methods=[GET]}" onto public byte[] org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableDataResource.getVariableData(java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables],methods=[GET],produces=[application/json]}" onto public java.util.List<org.activiti.rest.service.api.engine.variable.RestVariable> org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableCollectionResource.getVariables(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables],methods=[DELETE]}" onto public void org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableCollectionResource.deleteLocalVariables(java.lang.String,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables],methods=[PUT],produces=[application/json]}" onto public java.lang.Object org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableCollectionResource.createOrUpdateExecutionVariable(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/runtime/process-instances/{processInstanceId}/variables],methods=[POST],produces=[application/json]}" onto public java.lang.Object org.activiti.rest.service.api.runtime.process.ProcessInstanceVariableCollectionResource.createExecutionVariable(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry.register(547) | Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractUrlHandlerMapping.registerHandler(373) | Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractUrlHandlerMapping.registerHandler(373) | Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractUrlHandlerMapping.registerHandler(373) | Mapped URL path [/static/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractUrlHandlerMapping.registerHandler(373) | Mapped URL path [/template/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.handler.AbstractUrlHandlerMapping.registerHandler(373) | Mapped URL path [/images/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
  [skyeye-promote][INFO] [2019-01-20 12:34:44] org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver.initExceptionHandlerAdviceCache(288) | Detected @ExceptionHandler methods in exceptionHandlerAdvice
  [skyeye-promote][INFO] [2019-01-20 12:34:47] org.springframework.ui.freemarker.SpringTemplateLoader.<init>(62) | SpringTemplateLoader for FreeMarker: using resource loader [org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@4f6f416f: startup date [Sun Jan 20 12:34:10 CST 2019]; root of context hierarchy] and template loader path [classpath:/templates/]
  [skyeye-promote][INFO] [2019-01-20 12:34:47] org.springframework.web.servlet.view.freemarker.FreeMarkerConfigurer.postProcessTemplateLoaders(131) | ClassTemplateLoader for Spring macros added to FreeMarker configuration
  [skyeye-promote][WARN] [2019-01-20 12:34:47] org.springframework.boot.autoconfigure.freemarker.FreeMarkerAutoConfiguration.checkTemplateLocationExists(70) | Cannot find template location(s): [classpath:/templates/] (please add some templates, check your FreeMarker configuration, or set spring.freemarker.checkTemplateLocation=false)
  [skyeye-promote][WARN] [2019-01-20 12:34:50] org.springframework.boot.starter.redis.RedisStarterDeprecationWarningAutoConfiguration.logWarning(43) | spring-boot-starter-redis is deprecated as of Spring Boot 1.4, please migrate to spring-boot-starter-data-redis
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.web.socket.server.standard.ServerEndpointExporter.registerEndpoint(153) | Registering @ServerEndpoint class: class com.skyeye.websocket.WebSocketContext
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.jmx.export.MBeanExporter.afterSingletonsInstantiated(433) | Registering beans for JMX exposure on startup
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.jmx.export.MBeanExporter.autodetect(895) | Bean with name 'activitiDataSource' has been autodetected for JMX exposure
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.jmx.export.MBeanExporter.autodetect(895) | Bean with name 'baseDataSource' has been autodetected for JMX exposure
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.jmx.export.MBeanExporter.registerBeanInstance(668) | Located MBean 'baseDataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=baseDataSource,type=HikariDataSource]
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.jmx.export.MBeanExporter.registerBeanInstance(668) | Located MBean 'activitiDataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=activitiDataSource,type=DruidDataSource]
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.context.support.DefaultLifecycleProcessor$LifecycleGroup.start(351) | Starting beans in phase 2147483647
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.scheduling.quartz.SchedulerFactoryBean.startScheduler(700) | Starting Quartz Scheduler now
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.quartz.core.QuartzScheduler.start(575) | Scheduler SchedulerFactory_$_NON_CLUSTERED started.
  [skyeye-promote][INFO] [2019-01-20 12:34:50] org.springframework.scheduling.annotation.ScheduledAnnotationBeanPostProcessor.finishRegistration(275) | No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
  [skyeye-promote][INFO] [2019-01-20 12:34:51] org.springframework.boot.web.embedded.tomcat.TomcatWebServer.start(206) | Tomcat started on port(s): 8081 (http) with context path ''
  [skyeye-promote][INFO] [2019-01-20 12:34:51] org.springframework.boot.StartupInfoLogger.logStarted(59) | Started SkyEyeApplication in 44.351 seconds (JVM running for 47.295)
  [skyeye-promote][INFO] [2019-01-20 12:34:51] com.skyeye.start.thread.InitServlet.run(40) | 启动线程读取配置文件成功
  [skyeye-promote][INFO] [2019-01-20 12:34:51] com.skyeye.start.thread.TokenThread.run(45) | 线程读取配置信息路径开始
  [skyeye-promote][INFO] [2019-01-20 12:35:00] com.skyeye.start.thread.MonitorThread.queryComMation(49) | 读取
  [skyeye-promote][INFO] [2019-01-20 12:35:21] org.springframework.web.servlet.FrameworkServlet.initServletBean(494) | FrameworkServlet 'dispatcherServlet': initialization started
  [skyeye-promote][INFO] [2019-01-20 12:35:21] org.springframework.web.servlet.FrameworkServlet.initServletBean(509) | FrameworkServlet 'dispatcherServlet': initialization completed in 261 ms
  [skyeye-promote][INFO] [2019-01-20 12:36:20] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/login002
  [skyeye-promote][INFO] [2019-01-20 12:36:21] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/login004
  [skyeye-promote][INFO] [2019-01-20 12:36:23] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/login005
  [skyeye-promote][INFO] [2019-01-20 12:36:47] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/sysevewinbgpic004
  [skyeye-promote][INFO] [2019-01-20 12:36:48] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/sysevewinbgpic006
  [skyeye-promote][INFO] [2019-01-20 12:36:49] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/sysevewinlockbgpic004
  [skyeye-promote][INFO] [2019-01-20 12:36:51] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/sysevewinlockbgpic006
  [skyeye-promote][INFO] [2019-01-20 12:36:52] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/sysevewinthemecolor006
  [skyeye-promote][INFO] [2019-01-20 12:37:00] com.skyeye.start.thread.MonitorThread.queryComMation(49) | 读取
  [skyeye-promote][INFO] [2019-01-20 12:37:59] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/sysevewinbgpic001
  [skyeye-promote][INFO] [2019-01-20 12:39:00] com.skyeye.start.thread.MonitorThread.queryComMation(49) | 读取
  [skyeye-promote][INFO] [2019-01-20 12:39:32] com.skyeye.common.filter.SessionFilter.doFilter(123) | 请求链接/login002
